model_id,result_run_id,resultset_path,pool_tier,expected_role,calls_total,calls_ok,calls_error,success_rate,valid_output_rate,parsed_valid_output_rate,strict_valid_output_rate,invalid_label_count,parse_error_count,auth_error_count,timeout_count,rate_limit_count,other_error_count,dominant_error_type,dominant_error_message,p50_latency_ms,p95_latency_ms,avg_latency_ms,requests_per_second,total_cost_usd,avg_cost_per_ok_call_usd,prompt_tokens_total,completion_tokens_total,sanity_correct_count,sanity_accuracy,sample_ok_raw_output,decision,decision_reason
alibaba-qwen3-32b,smoke-v1,runs/smoke-v1/results/alibaba-qwen3-32b.json,cost_efficient,cheap_default_candidate,11,10,1,0.9091,0.9091,0.9091,0.9091,0,0,0,1,0,0,timeout,The read operation timed out,24384.153,38984.962,27265.29,0.047,0.0027295,0.00027295,4956,2710,9,0.9,"{""label"":""documentation"",""rationale"":""The issue highlights inconsistencies between documented configuration filenames (\"".doctlconfig\"" vs \"".doctlcfg\"") and lacks clarity on the configuration file format, which directly relates to documentation accuracy and completeness.""}",needs_review,p95 latency exceeds 30000ms.
nvidia-nemotron-3-super-120b,smoke-v1-reasoning-2048,runs/smoke-v1-reasoning-2048/results/nvidia-nemotron-3-super-120b.json,balanced,balanced_candidate,11,11,0,1.0,1.0,1.0,1.0,0,0,0,0,0,0,,,17221.501,28996.554,18325.459,0.055,0.00304785,0.0002770772727272727,6578,1653,9,0.8182,"{""label"":""documentation"",""rationale"":""Issue points out incorrect docs and missing config file format description.""}",needs_review,p95 latency is more than 3x the median successful-model p95.
